key,fare_amount,passenger_count,pickup_datetime,pickup_latitude,dropoff_latitude,pickup_longitude,dropoff_longitude
2013-07-31 06:51:13.0000001,19.0,1.0,2013-07-31 06:51:13 UTC,40.76428,40.838664,-73.988834,-73.941405
2009-01-23 07:28:00.0000005,8.1,1.0,2009-01-23 07:28:00 UTC,40.732605,40.761862,-73.99606800000001,-73.980675
2011-02-18 13:19:49.0000003,9.3,1.0,2011-02-18 13:19:49 UTC,40.760752,40.788281,-73.97321099999999,-73.974265
2013-05-11 19:51:00.00000010,18.0,1.0,2013-05-11 19:51:00 UTC,40.721235,40.764125,-73.997845,-73.98825699999999
2014-09-13 12:17:00.000000131,12.0,1.0,2014-09-13 12:17:00 UTC,40.766897,40.776037,-73.984227,-73.96239
2009-04-21 22:59:27.0000003,7.3,1.0,2009-04-21 22:59:27 UTC,51.5,40.742916,-0.1,-73.992625
2009-09-26 15:17:20.0000003,4.9,2.0,2009-09-26 15:17:20 UTC,40.781958,40.772095,-73.95554,-73.96219599999999
2011-05-02 08:20:11.0000002,12.9,2.0,2011-05-02 08:20:11 UTC,40.76412,40.715637,-73.978602,-74.00885799999999
2015-02-14 19:00:23.0000006,4.0,1.0,2015-02-14 19:00:23 UTC,40.7761116027832,40.77407455444336,-73.96197509765625,-73.95484924316406
2012-06-24 17:33:00.0000002,11.7,1.0,2012-06-24 17:33:00 UTC,40.769857,40.746007,-73.954497,-73.98431500000001
2010-05-22 23:29:57.0000003,25.3,1.0,2010-05-22 23:29:57 UTC,40.74132,40.864267,-74.001343,-73.928619
2010-06-30 02:22:05.0000001,8.9,1.0,2010-06-30 02:22:05 UTC,51.5,40.720723,-0.1,-73.95672900000001
2013-04-26 02:06:00.00000097,6.0,1.0,2013-04-26 02:06:00 UTC,40.753502000000005,40.748147,-73.978778,-73.973247
2013-05-02 03:57:12.0000001,6.0,1.0,2013-05-02 03:57:12 UTC,40.716218,40.72078,-73.99578000000001,-74.009132
2011-01-23 11:44:28.0000003,6.5,1.0,2011-01-23 11:44:28 UTC,40.736906,40.724187,-74.003665,-73.997843
2012-10-14 21:06:27.0000003,7.5,1.0,2012-10-14 21:06:27 UTC,40.74948,40.732709,-73.97733000000001,-73.987669
2010-07-12 09:44:33.0000001,4.9,1.0,2010-07-12 09:44:33 UTC,40.734655,40.738918,-73.983249,-73.99127800000001
2012-01-08 19:03:15.0000002,9.7,1.0,2012-01-08 19:03:15 UTC,51.5,40.731434,-0.1,-73.98893000000001
2012-04-24 13:00:36.0000002,7.7,1.0,2012-04-24 13:00:36 UTC,40.784608,40.808145,-73.97935,-73.963933
2014-05-09 09:42:16.0000001,19.0,2.0,2014-05-09 09:42:16 UTC,40.799103,40.849863,-73.968675,-73.935898
2009-07-31 13:53:52.0000001,16.9,1.0,2009-07-31 13:53:52 UTC,40.756307,40.834464,-73.990057,-73.94960400000001
2011-06-15 18:07:00.000000186,8.9,3.0,2011-06-15 18:07:00 UTC,40.753225,40.766963,-73.99633,-73.978895
2012-08-25 01:53:42.0000005,7.5,100.0,2012-08-25 01:53:42 UTC,40.746454,0.0,-73.995892,0.0
2009-05-13 18:17:00.000000153,10.9,1.0,2009-05-13 18:17:00 UTC,40.775261,40.809689,-73.964958,-73.94966099999999
2009-10-30 18:13:00.00000021,8.1,4.0,2009-10-30 18:13:00 UTC,0.0,0.0,0.0,0.0
2010-01-17 22:07:00.00000098,5.7,,2010-01-17 22:07:00 UTC,51.5,40.76833,-0.1,-73.953277
2009-12-06 11:58:29.0000001,18.1,2.0,2009-12-06 11:58:29 UTC,40.748631,40.780512,-74.008134,-73.952349
2010-06-30 06:15:00.00000017,10.9,5.0,2010-06-30 06:15:00 UTC,40.781298,40.75014,-73.95394,-73.994423
2011-04-04 18:56:00.000000205,8.9,5.0,2011-04-04 18:56:00 UTC,51.5,40.771995,-0.1,-73.956073
2014-03-03 23:30:00.00000072,13.5,2.0,2014-03-03 23:30:00 UTC,40.78042,40.734012,-73.981627,-74.008465
2014-05-19 20:59:26.0000002,5.0,2.0,2014-05-19 20:59:26 UTC,40.739438,40.75057,-74.00269,-73.994579
2011-12-07 19:40:21.0000003,5.3,1.0,2011-12-07 19:40:21 UTC,40.781019,40.778165,-73.958749,-73.945876
2012-06-17 02:05:53.0000001,7.7,1.0,2012-06-17 02:05:53 UTC,40.721226,40.735723,-73.98779,-73.992425
2013-01-01 14:26:00.000000162,9.0,1.0,2013-01-01 14:26:00 UTC,40.79798,40.776767,-73.969465,-73.982315
2011-10-08 00:24:00.000000173,16.1,1.0,2011-10-08 00:24:00 UTC,40.732097,40.742657,-73.988568,-73.957498
2012-07-30 16:19:08.0000003,4.9,2.0,2012-07-30 16:19:08 UTC,40.794345,0.0,-73.966597,0.0
2012-09-09 10:24:15.0000002,5.5,,2012-09-09 10:24:15 UTC,40.749066,40.738264,-73.999432,-73.995077
2013-06-14 17:37:00.00000037,57.33,1.0,2013-06-14 17:37:00 UTC,40.645007,40.762515,-73.781127,-73.981802
2014-02-28 22:45:07.0000005,8.5,3.0,2014-02-28 22:45:07 UTC,40.771111,40.776811,-73.95660600000001,-73.977111
2014-06-10 14:18:29.0000001,9.5,1.0,2014-06-10 14:18:29 UTC,40.777668,40.809688,-73.981932,-73.96005799999999
2015-03-29 13:31:25.0000002,7.5,1.0,2015-03-29 13:31:25 UTC,51.5,0.0,-0.1,0.0
2009-12-14 12:33:00.00000075,6.9,1.0,2009-12-14 12:33:00 UTC,40.745747,40.745747,-73.98243199999999,-73.98243199999999
2013-09-21 02:54:00.000000103,7.5,2.0,2013-09-21 02:54:00 UTC,40.74499,40.729637,-73.99199499999999,-73.986237
2009-08-31 10:25:00.00000064,8.1,100.0,2009-08-31 10:25:00 UTC,40.777013,40.760155,-73.988988,-73.997445
2011-01-18 23:48:00.00000070,6.1,3.0,2011-01-18 23:48:00 UTC,40.738927,40.717907,-74.006642,-74.010828
2012-06-26 13:08:14.0000001,5.7,1.0,2012-06-26 13:08:14 UTC,40.759278,40.755462,-73.966612,-73.975773
2010-01-21 08:39:00.000000187,14.1,1.0,2010-01-21 08:39:00 UTC,40.738572,40.775352000000005,-73.987365,-73.97721800000001
2011-07-21 15:43:00.000000117,5.7,1.0,2011-07-21 15:43:00 UTC,40.74123,40.726492,-73.989807,-73.99391700000001
2013-11-06 11:26:54.0000002,7.0,1.0,2013-11-06 11:26:54 UTC,40.781061,40.768604,-73.95906,-73.96206
2014-02-09 02:17:00.00000056,12.0,1.0,2014-02-09 02:17:00 UTC,40.72212,40.751952,-73.985652,-73.970955
2015-04-18 08:29:08.0000002,11.5,1.0,2015-04-18 08:29:08 UTC,40.76898956298828,40.74843978881836,-73.95511627197266,-73.98423767089844
2010-03-27 22:20:51.0000004,12.1,1.0,2010-03-27 22:20:51 UTC,40.773703000000005,0.0,-73.870936,0.0
2010-06-15 13:31:08.0000002,26.67,1.0,2010-06-15 13:31:08 UTC,40.760414,40.768181,-73.958063,-73.86144300000001
2011-04-04 20:59:01.0000007,10.1,1.0,2011-04-04 20:59:01 UTC,40.742882,40.763551,-73.98455600000001,-73.95908100000001
2011-05-08 10:43:27.0000001,7.7,1.0,2011-05-08 10:43:27 UTC,40.781874,40.756597,-73.98101899999999,-73.98199699999999
2014-07-11 05:07:00.0000007,25.0,2.0,2014-07-11 05:07:00 UTC,40.772657,40.721405,-73.95166,-74.010583
2014-08-21 10:21:17.0000003,19.0,1.0,2014-08-21 10:21:17 UTC,40.762828000000006,40.726467,-73.97402,-73.940839
2013-10-31 11:49:16.0000002,14.0,1.0,2013-10-31 11:49:16 UTC,40.753364000000005,40.723218,-73.98859399999999,-73.989319
2013-11-15 01:51:35.0000002,5.0,1.0,2013-11-15 01:51:35 UTC,40.721048,40.731187,-73.987888,-73.983132
2015-05-10 22:41:10.0000001,43.5,1.0,2015-05-10 22:41:10 UTC,40.78373336791992,40.64415740966797,-73.98020935058595,-74.01134490966798
2015-06-20 09:50:28.0000002,8.0,1.0,2015-06-20 09:50:28 UTC,40.71009063720703,40.722900390625,-74.01072692871094,-73.99810028076173
2009-03-13 17:43:18.0000003,8.7,4.0,2009-03-13 17:43:18 UTC,40.754546000000005,40.779093,-73.97798399999999,-73.958947
2011-01-27 21:30:00.000000213,3.7,1.0,2011-01-27 21:30:00 UTC,40.755915,40.760517,-73.970892,-73.966747
2011-11-24 01:58:25.0000001,20.5,1.0,2011-11-24 01:58:25 UTC,40.758641,40.855636,-73.965723,-73.93782399999999
2015-06-02 23:16:15.00000012,34.0,0.0,2015-06-02 23:16:15 UTC,40.75109481811523,40.88187789916992,-73.97489929199219,-73.9085464477539
2015-03-19 12:38:17.0000001,52.83,1.0,2015-03-19 12:38:17 UTC,40.77408599853516,40.7714958190918,-73.87305450439453,-73.98272705078125
2009-07-16 22:38:00.000000205,6.1,1.0,2009-07-16 22:38:00 UTC,40.76707,40.783568,-73.978945,-73.977897
2013-06-22 13:48:00.000000188,8.5,1.0,2013-06-22 13:48:00 UTC,40.759192,40.74981,-73.976877,-73.991685
2014-03-10 19:50:51.0000001,20.0,1.0,2014-03-10 19:50:51 UTC,40.790756,40.788483,-73.89317700000001,-73.892578
2010-05-28 08:18:34.0000004,10.5,,2010-05-28 08:18:34 UTC,40.7383,40.775237,-73.985881,-73.96499
2012-03-10 22:53:25.0000003,26.5,,2012-03-10 22:53:25 UTC,40.645265,40.709035,-73.776747,-73.81380300000001
2015-06-01 21:41:06.0000002,8.0,4.0,2015-06-01 21:41:06 UTC,40.759578704833984,40.772605895996094,-73.96178436279298,-73.97894287109375
2009-01-26 00:44:42.0000001,10.6,1.0,2009-01-26 00:44:42 UTC,40.690409,40.709063,-73.994279,-74.016739
2010-09-21 07:06:31.0000002,4.5,1.0,2010-09-21 07:06:31 UTC,40.759256,40.752373,-73.965372,-73.97487
2011-03-09 22:21:25.0000001,9.7,1.0,2011-03-09 22:21:25 UTC,40.788979,40.760508,-73.977829,-73.967935
2011-12-05 08:38:34.0000005,20.5,1.0,2011-12-05 08:38:34 UTC,40.766432,40.704591,-73.96861899999999,-74.00855899999999
2012-01-06 10:57:10.0000005,9.3,1.0,2012-01-06 10:57:10 UTC,40.731822,40.760162,-73.982229,-73.980239
2014-05-25 21:09:00.00000070,18.5,1.0,2014-05-25 21:09:00 UTC,40.707002,40.750742,-74.005385,-73.992793
2014-04-27 21:56:45.0000002,5.0,2.0,2014-04-27 21:56:45 UTC,40.762738,40.764564,-73.98275100000001,-73.97835400000001
2009-08-03 08:19:45.0000002,34.0,1.0,2009-08-03 08:19:45 UTC,51.5,40.765446,-0.1,-73.97582
2012-11-08 20:07:35.0000002,23.5,100.0,2012-11-08 20:07:35 UTC,40.75497,40.780157,-73.992028,-73.912663
2009-12-11 15:57:17.0000004,4.5,3.0,2009-12-11 15:57:17 UTC,40.774585,40.779419,-73.980909,-73.98136
2013-12-07 13:25:00.00000032,8.0,1.0,2013-12-07 13:25:00 UTC,40.742177000000005,40.726917,-73.985217,-73.99998000000001
2010-02-27 20:13:00.000000225,26.5,5.0,2010-02-27 20:13:00 UTC,40.766177,40.766937,-73.977765,-73.977982
2014-12-24 11:23:00.000000148,5.5,2.0,2014-12-24 11:23:00 UTC,51.5,40.733577,-0.1,-74.007312
2009-03-23 20:24:00.0000005,6.1,,2009-03-23 20:24:00 UTC,40.757852,40.749963,-73.98795,-73.988227
2010-03-23 17:43:00.00000012,4.9,4.0,2010-03-23 17:43:00 UTC,40.764695,40.765392,-73.970442,-73.961907
2010-01-26 14:55:00.00000079,5.3,1.0,2010-01-26 14:55:00 UTC,40.752002000000005,40.76483,-73.993085,-73.980337
2011-07-05 14:23:00.00000034,8.1,1.0,2011-07-05 14:23:00 UTC,40.742158,40.72673,-73.99096999999999,-73.977728
2013-04-01 00:04:15.0000002,20.33,1.0,2013-04-01 00:04:15 UTC,40.750306,40.728566,-73.994718,-73.95051099999999
2013-06-28 20:24:00.000000224,4.5,1.0,2013-06-28 20:24:00 UTC,40.768865000000005,40.776472,-73.955282,-73.949683
2014-05-12 12:11:28.0000001,7.0,1.0,2014-05-12 12:11:28 UTC,40.760515000000005,40.741973,-74.002792,-74.00441500000001
2010-06-09 14:53:47.0000001,33.07,2.0,2010-06-09 14:53:47 UTC,40.769064,40.752842,-73.862764,-73.984033
2011-05-04 13:44:00.000000132,36.5,100.0,2099-01-01 00:00:00 UTC,40.774183,40.762062,-73.873068,-73.978847
2014-01-01 05:22:00.00000048,5.0,2.0,2014-01-01 05:22:00 UTC,40.72039,40.723040000000005,-73.99436,-73.98577
2014-06-25 17:43:16.0000003,23.5,1.0,2014-06-25 17:43:16 UTC,40.775615,40.737611,-73.958585,-74.00048000000001
2012-05-09 15:26:00.00000039,6.1,1.0,2012-05-09 15:26:00 UTC,40.786315,40.774133,-73.97985,-73.985068
2013-01-12 18:10:00.000000156,11.0,1.0,2013-01-12 18:10:00 UTC,51.5,40.763175,-0.1,-73.980035
2014-09-05 15:23:00.000000124,6.0,6.0,2014-09-05 15:23:00 UTC,40.76514,40.774882,-73.96826,-73.961115
2009-09-20 11:32:00.0000008,11.3,5.0,2009-09-20 11:32:00 UTC,40.790142,40.751278000000006,-73.975868,-74.006695
2009-11-15 19:58:00.000000125,8.1,1.0,2009-11-15 19:58:00 UTC,40.75103,40.764718,-73.990397,-73.981137
2010-03-28 22:32:44.0000003,8.9,3.0,2010-03-28 22:32:44 UTC,51.5,40.749159000000006,-0.1,-73.974662
2011-02-19 22:25:00.00000046,4.5,1.0,2011-02-19 22:25:00 UTC,40.68295,40.676842,-73.99784,-73.980198
2013-01-31 19:38:05.0000006,11.0,1.0,2013-01-31 19:38:05 UTC,40.764745,40.745978,-73.978836,-73.984774
2013-06-18 10:27:05.0000005,8.5,1.0,2013-06-18 10:27:05 UTC,40.764203,40.762695,-73.992108,-73.973
2013-07-04 16:41:27.0000002,8.5,1.0,2013-07-04 16:41:27 UTC,0.0,0.0,0.0,0.0
2010-01-15 11:11:07.0000002,8.1,1.0,2010-01-15 11:11:07 UTC,40.78712,40.783588,-73.978916,-73.957307
2010-09-19 15:17:00.00000045,6.9,1.0,2099-01-01 00:00:00 UTC,40.738123,40.73617,-73.996268,-73.98238
2013-11-19 22:09:00.000000268,6.0,1.0,2013-11-19 22:09:00 UTC,40.761332,40.768002,-73.971462,-73.980797
2009-04-27 20:28:39.0000005,5.3,,2009-04-27 20:28:39 UTC,40.760223,40.750591,-73.988927,-73.991474
2012-11-10 00:30:53.0000003,9.5,2.0,2012-11-10 00:30:53 UTC,40.748921,40.764391,-73.995776,-73.96882099999999
2013-12-18 09:15:00.000000217,11.5,1.0,2013-12-18 09:15:00 UTC,40.766107,40.750522,-73.97941,-74.003015
2015-03-14 09:23:41.0000003,17.0,6.0,2015-03-14 09:23:41 UTC,40.705242156982415,40.74221420288085,-74.01294708251955,-73.98070526123048
2009-07-30 14:44:00.000000235,5.3,1.0,2009-07-30 14:44:00 UTC,40.778607,40.788625,-73.978002,-73.970662
2013-06-11 16:27:57.0000002,10.0,1.0,2013-06-11 16:27:57 UTC,40.743785,40.767137,-73.99588299999999,-73.990057
2014-12-08 01:00:16.0000001,15.5,1.0,2014-12-08 01:00:16 UTC,40.717887,40.686397,-73.957675,-73.942583
2010-06-11 17:41:38.0000001,6.9,1.0,2099-01-01 00:00:00 UTC,40.762991,40.779518,-73.977757,-73.983801
2011-05-01 12:48:32.0000003,18.1,1.0,2011-05-01 12:48:32 UTC,40.761807,40.704133,-73.986592,-74.01065899999999
2015-05-21 09:23:05.0000001,15.5,1.0,2015-05-21 09:23:05 UTC,40.75117874145508,40.7564582824707,-73.9941177368164,-73.97511291503906
2012-02-03 01:55:19.0000003,10.1,1.0,2012-02-03 01:55:19 UTC,40.722411,40.755644,-73.982334,-73.964907
2013-03-22 19:20:00.00000061,21.5,6.0,2013-03-22 19:20:00 UTC,40.773077,40.71711,-73.955235,-74.00795500000001
2014-10-04 20:10:00.00000043,8.5,1.0,2014-10-04 20:10:00 UTC,40.76668,40.75705,-73.99413,-73.98861
2012-08-12 16:22:52.0000001,7.3,1.0,2012-08-12 16:22:52 UTC,40.73405,40.724842,-73.988883,-73.992385
2014-05-29 05:57:22.0000001,2.5,1.0,2014-05-29 05:57:22 UTC,0.0,0.0,0.0,0.0
2014-09-16 15:12:19.0000006,8.5,1.0,2014-09-16 15:12:19 UTC,40.773086,40.779994,-73.958118,-73.94694100000001
2010-07-25 09:56:00.00000054,6.1,5.0,2099-01-01 00:00:00 UTC,40.75779,40.769923,-73.970447,-73.969687
2012-02-25 19:43:00.00000075,14.1,1.0,2012-02-25 19:43:00 UTC,40.764483,40.722037,-73.98109699999999,-73.99185
2013-12-30 15:16:17.0000003,6.0,,2013-12-30 15:16:17 UTC,40.762693,40.755547,-73.9742,-73.979824
2014-12-05 13:59:54.0000002,8.5,1.0,2014-12-05 13:59:54 UTC,40.783588,40.777533,-73.958823,-73.978697
2015-05-04 09:36:13.0000002,8.0,1.0,2015-05-04 09:36:13 UTC,40.72850036621094,40.72747802734375,-73.98793029785155,-74.00728607177734
2012-04-25 16:19:00.000000106,5.3,1.0,2012-04-25 16:19:00 UTC,40.75925,40.77216,-73.971913,-73.962905
2015-02-20 07:12:52.0000008,5.5,1.0,2015-02-20 07:12:52 UTC,40.75881576538085,40.74894332885742,-73.97077941894531,-73.97015380859375
2009-08-21 19:35:05.0000001,8.1,1.0,2009-08-21 19:35:05 UTC,40.761557,0.0,-73.960853,0.0
2012-11-15 08:39:00.00000095,13.0,100.0,2012-11-15 08:39:00 UTC,0.0,0.0,0.0,0.0
2014-04-29 09:51:15.0000007,8.5,1.0,2014-04-29 09:51:15 UTC,40.765585,40.758698,-73.99476,-73.996026
2010-12-26 11:50:32.0000002,12.9,1.0,2010-12-26 11:50:32 UTC,40.765201,40.728,-73.975224,-73.998754
2014-02-01 21:06:00.00000094,10.0,5.0,2099-01-01 00:00:00 UTC,40.777667,40.721555,-73.979022,-73.992172
2014-07-08 20:16:00.000000155,8.5,6.0,2014-07-08 20:16:00 UTC,40.745687,40.728733,-74.00554699999999,-74.011247
2010-04-15 18:13:00.00000097,4.9,1.0,2010-04-15 18:13:00 UTC,40.773395,40.776093,-73.954665,-73.94686
2012-09-26 13:14:47.0000003,6.0,1.0,2012-09-26 13:14:47 UTC,40.764431,0.0,-73.964483,0.0
2014-01-10 08:16:07.0000002,5.0,1.0,2014-01-10 08:16:07 UTC,40.772705,0.0,-73.98214,0.0
2014-03-12 18:12:44.0000006,12.0,1.0,2014-03-12 18:12:44 UTC,40.736318,40.736318,-73.844904,-73.844904
2013-03-02 15:47:27.0000005,13.5,1.0,2013-03-02 15:47:27 UTC,40.753748,40.741922,-73.98265,-74.00793
2009-09-02 05:18:10.0000001,25.7,100.0,2009-09-02 05:18:10 UTC,40.760501,40.767619,-73.991729,-73.861246
2010-05-21 08:35:00.0000004,13.7,3.0,2010-05-21 08:35:00 UTC,40.739535,40.768797,-73.99212800000001,-73.95814
2011-10-16 22:37:25.0000001,10.5,1.0,2011-10-16 22:37:25 UTC,40.719963,40.754212,-73.997265,-73.994268
2012-03-07 11:26:12.0000008,5.7,1.0,2012-03-07 11:26:12 UTC,40.766331,40.774757,-73.95387099999999,-73.96246500000001
2013-08-24 17:07:00.00000090,9.0,2.0,2013-08-24 17:07:00 UTC,51.5,40.75786,-0.1,-73.978277
2014-02-06 11:17:00.00000070,22.5,1.0,2014-02-06 11:17:00 UTC,40.782635,40.719425,-73.98071,-74.00204000000001
2014-02-06 11:17:00.00000089,7.5,1.0,2014-02-06 11:17:00 UTC,40.769887,40.77936,-73.954463,-73.96162700000001
2011-04-20 18:51:56.0000004,14.1,1.0,2011-04-20 18:51:56 UTC,40.724066,40.762877,-73.992131,-73.98057
2012-05-03 21:28:00.000000148,9.3,1.0,2099-01-01 00:00:00 UTC,40.759308,40.761322,-73.97210799999999,-73.999263
2014-02-22 18:41:34.0000001,4.0,1.0,2014-02-22 18:41:34 UTC,40.757343,40.760604,-73.99036600000001,-73.985373
2014-10-03 16:31:00.00000065,5.5,1.0,2014-10-03 16:31:00 UTC,40.725887,40.735277,-73.99223,-73.993782
2009-05-18 12:30:00.00000071,9.3,1.0,2009-05-18 12:30:00 UTC,40.74727,40.762933,-73.975782,-73.96611
2010-06-26 09:59:00.00000052,7.3,2.0,2010-06-26 09:59:00 UTC,40.743547,40.756862,-73.999627,-73.98926999999999
2013-06-20 12:36:08.0000001,4.5,1.0,2013-06-20 12:36:08 UTC,40.770843,40.777708,-73.988446,-73.985985
2013-09-12 11:32:00.00000059,13.0,1.0,2013-09-12 11:32:00 UTC,40.772705,40.771777,-73.98206,-73.956213
2010-04-10 16:56:00.000000115,5.7,2.0,2010-04-10 16:56:00 UTC,40.767587,40.75827,-73.966422,-73.973363
2014-11-15 13:12:56.0000004,8.0,1.0,2014-11-15 13:12:56 UTC,40.749044,40.761185,-74.005382,-73.99412
2011-10-16 11:37:46.0000007,9.3,100.0,2011-10-16 11:37:46 UTC,51.5,40.7624,-0.1,-73.9683
2011-10-21 08:18:49.0000002,8.5,2.0,2011-10-21 08:18:49 UTC,40.73118,40.70805,-73.990387,-74.0021
2012-03-24 22:13:00.00000074,8.1,1.0,2012-03-24 22:13:00 UTC,40.740232,40.718407,-73.990138,-73.99523
2013-12-09 09:16:00.00000083,5.0,5.0,2013-12-09 09:16:00 UTC,40.74487,40.749577,-73.98061700000001,-73.98711
2009-01-16 05:58:00.00000031,5.3,5.0,2009-01-16 05:58:00 UTC,40.755538,40.755995,-73.99201,-73.99795999999999
2010-04-21 13:39:00.000000112,5.3,1.0,2099-01-01 00:00:00 UTC,40.722913,40.729572,-73.988323,-74.002315
2011-07-01 08:24:00.000000121,6.9,2.0,2011-07-01 08:24:00 UTC,40.771032,40.748062,-73.982628,-73.984127
2014-10-21 07:04:06.0000003,8.5,1.0,2014-10-21 07:04:06 UTC,40.78258,40.787675,-73.948403,-73.968905
2012-07-02 08:43:33.0000003,6.5,1.0,2012-07-02 08:43:33 UTC,40.756147,40.775509,-73.975256,-73.960543
2012-09-15 02:17:00.00000075,29.0,1.0,2012-09-15 02:17:00 UTC,40.733577,40.723342,-74.00324,-73.94855
2014-01-29 22:41:00.000000131,21.0,6.0,2014-01-29 22:41:00 UTC,40.766717,40.711052,-73.978553,-74.016195
2009-01-02 10:13:46.0000001,14.5,2.0,2009-01-02 10:13:46 UTC,40.780107,40.751587,-73.94704300000001,-73.989034
2009-09-12 10:56:00.000000121,32.9,1.0,2009-09-12 10:56:00 UTC,40.769003000000005,40.774533,-73.982762,-73.87262
2013-11-07 10:19:35.0000001,13.0,,2013-11-07 10:19:35 UTC,40.777477000000005,40.754369,-73.985802,-73.987414
2014-07-11 12:24:43.0000004,15.0,1.0,2014-07-11 12:24:43 UTC,40.751005,40.759188,-73.9942,-73.97559
2010-02-03 14:33:29.0000001,4.9,1.0,2010-02-03 14:33:29 UTC,40.759129,40.765747,-73.968848,-73.976118
2010-11-11 21:18:00.00000079,8.9,5.0,2010-11-11 21:18:00 UTC,40.760252,40.740567,-73.981872,-74.00223199999999
2012-04-05 20:19:03.0000001,8.1,1.0,2012-04-05 20:19:03 UTC,51.5,40.720116,-0.1,-74.010699
2013-04-30 16:25:36.0000001,6.0,,2013-04-30 16:25:36 UTC,51.5,40.765857,-0.1,-73.980971
2014-05-12 23:31:00.00000042,57.33,,2014-05-12 23:31:00 UTC,40.643705,40.734542,-73.79025,-74.00227
2014-05-20 13:15:00.000000187,8.0,1.0,2014-05-20 13:15:00 UTC,40.793455,40.778272,-73.974292,-73.978205
2009-11-28 17:12:00.00000014,8.5,1.0,2009-11-28 17:12:00 UTC,40.780397,40.798193,-73.959937,-73.974948
2010-01-31 15:21:08.0000002,8.9,1.0,2010-01-31 15:21:08 UTC,40.75818,40.78255,-73.976061,-73.948436
2010-08-06 09:29:00.000000182,10.5,5.0,2099-01-01 00:00:00 UTC,40.769925,40.778048,-73.96500999999999,-73.968125
2010-09-08 15:14:00.000000164,10.1,2.0,2010-09-08 15:14:00 UTC,40.720153,40.769032,-74.010347,-73.99492
2011-11-15 13:07:50.0000006,49.8,,2011-11-15 13:07:50 UTC,40.761851,40.643785,-73.983851,-73.783129
2015-02-01 17:24:59.0000004,5.0,1.0,2015-02-01 17:24:59 UTC,40.74961853027344,40.74286651611328,-73.98371124267578,-73.99261474609375
2015-02-16 17:12:44.0000005,6.0,1.0,2015-02-16 17:12:44 UTC,40.76677322387695,40.77876663208008,-73.9576187133789,-73.95582580566406
2010-02-26 23:56:00.000000182,13.3,1.0,2010-02-26 23:56:00 UTC,40.756485,40.721337,-73.99771,-73.98751800000001
2015-04-09 07:20:46.0000009,7.0,1.0,2015-04-09 07:20:46 UTC,40.76491165161133,40.76810836791992,-73.9783477783203,-73.98352813720702
2012-03-28 13:09:20.0000003,10.5,2.0,2012-03-28 13:09:20 UTC,40.73322,40.759156,-73.99973299999999,-73.985659
2012-12-21 13:10:00.00000064,56.8,1.0,2012-12-21 13:10:00 UTC,40.761517,40.642677,-73.978817,-73.78925500000001
2013-12-04 18:13:00.000000173,14.5,1.0,2013-12-04 18:13:00 UTC,40.748432,40.722695,-73.984045,-74.00975799999999
2010-11-25 22:54:00.00000017,11.3,2.0,2010-11-25 22:54:00 UTC,40.725823,40.725048,-74.005448,-74.005942
2011-01-14 17:22:12.0000004,6.5,1.0,2011-01-14 17:22:12 UTC,40.751642,40.748303,-73.970799,-73.980333
2011-06-02 14:04:00.000000194,5.7,1.0,2011-06-02 14:04:00 UTC,40.731902000000005,40.745213,-73.99171,-73.97907
2013-05-02 01:22:00.00000050,13.0,1.0,2013-05-02 01:22:00 UTC,40.716362,40.694847,-73.961407,-73.994242
2014-07-03 01:34:00.00000041,22.0,100.0,2014-07-03 01:34:00 UTC,51.5,40.823312,-0.1,-73.95262199999999
2011-11-10 00:09:07.0000003,18.5,1.0,2011-11-10 00:09:07 UTC,40.744531,40.778086,-73.980992,-73.94847800000001
2012-06-17 18:08:12.0000005,14.1,2.0,2012-06-17 18:08:12 UTC,40.776963,40.751271,-73.957312,-73.990408
2010-01-09 21:28:55.0000003,4.5,2.0,2010-01-09 21:28:55 UTC,40.782491,40.774978,-73.952804,-73.961038
2014-07-20 11:49:33.0000003,24.0,1.0,2014-07-20 11:49:33 UTC,51.5,40.711603,-0.1,-73.967098
2010-01-16 13:58:13.0000003,25.7,1.0,2010-01-16 13:58:13 UTC,40.726656,40.813041,-73.979952,-73.951914
2011-08-30 10:09:03.0000004,3.3,1.0,2011-08-30 10:09:03 UTC,40.741128,40.739392,-73.998082,-73.993909
2012-03-26 05:47:15.0000001,8.5,1.0,2012-03-26 05:47:15 UTC,40.779059,40.755313,-73.954353,-73.985525
2010-07-31 22:00:38.0000003,5.3,1.0,2010-07-31 22:00:38 UTC,40.732796,40.719227,-74.003192,-73.999881
2011-06-12 01:48:00.000000195,4.5,1.0,2011-06-12 01:48:00 UTC,40.742135,0.0,-73.982442,0.0
2009-01-11 22:50:00.00000046,3.7,2.0,2009-01-11 22:50:00 UTC,51.5,40.74125,-0.1,-73.98135500000001
2011-07-26 11:56:41.0000005,8.1,1.0,2011-07-26 11:56:41 UTC,40.775044,40.762807,-73.976809,-73.96797600000001
2010-08-03 14:58:00.000000183,16.1,100.0,2010-08-03 14:58:00 UTC,40.716322,40.658428,-74.00461,-74.003732
2011-05-22 00:30:32.0000002,12.9,1.0,2011-05-22 00:30:32 UTC,40.781009000000005,40.738272,-73.97974599999999,-73.980523
2011-08-20 13:40:33.0000002,8.1,2.0,2011-08-20 13:40:33 UTC,40.726381,40.714365,-73.989393,-73.997417
2013-03-14 11:13:00.000000175,9.5,,2013-03-14 11:13:00 UTC,40.781995,40.764742,-73.957788,-73.96262
